"A101_01","A102_01","A202_01","A202_02","A203_06","A203_05","A203_03","A203_04","A203_10","A203_01","A203_07","A203_08","A203_09","A204","A205_01","A206_01","A206_02","A206_03","A207_01","A207_02","A207_03","A207_04","A207_05","A208_01","A208_02","A208_03","A208_04","A501_01","A501_02","A501_03","A501_04","A502","A502_01","A502_02","A502_03","A502_04","A502_05","A502_06","A502_07","A502_08","A502_09","A601_01","A602","A603_01","A603_02","A603_03","A603_04","A604","A605","A702","Bula"
3,"Stabilisierung der Region",57,70,3,2,2,3,1,3,1,2,4,2,NA,4,3,2,NA,NA,NA,NA,NA,2,2,3,2,4,3,4,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2000",1,1,2,2,2,2,4,1,"TH"
4,"Gesundheitspolitik",67,90,2,2,2,5,2,2,4,1,2,2,NA,2,3,4,NA,NA,NA,NA,NA,3,4,2,3,4,4,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1942",2,1,NA,NA,NA,2,5,1,"TH"
5,"Digitalisierung der Institutionen (besonders Schulen)",86,88,1,2,1,4,1,6,2,2,5,2,NA,4,3,2,NA,NA,NA,NA,NA,4,3,3,4,4,5,4,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2004",1,1,2,2,1,5,2,1,"TH"
4,"Verkehrsanbindung der Vororte verbessern. Weniger Staus und fahrradfreundlicher.",51,51,1,5,2,5,1,3,1,2,2,2,NA,1,2,1,4,4,4,4,3,4,3,3,3,4,4,3,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",1,2,1,2,2,6,5,1,"RLP"
5,"Einkaufsmöglichkeiten ",101,69,1,1,5,5,3,6,3,1,4,2,NA,2,1,1,5,5,5,5,3,2,3,5,3,3,5,1,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",2,2,1,2,2,6,1,1,"RLP"
5,"Asylpolitik",101,78,6,6,4,4,1,6,6,5,6,1,"Thüringer Allgemeine",5,1,3,NA,NA,NA,NA,NA,4,2,4,2,5,5,5,5,3,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1987",2,2,1,2,2,6,1,1,"TH"
4,"Fernwärme - KfZ Ladestationen - Förderung Gebäudesanierung und Solarstrom",95,101,3,3,4,6,3,5,3,3,5,NA,NA,2,3,3,3,5,5,5,5,4,1,3,1,1,1,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",1,1,2,2,2,5,1,1,"RLP"
4,"Ausbau der Infrastruktur",89,84,3,3,5,4,4,6,3,2,5,2,NA,2,3,2,NA,NA,NA,NA,NA,4,2,4,2,3,3,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1987",1,2,1,1,2,4,1,1,"TH"
4,"Hochwasser und Brandschutz",83,82,3,2,5,5,3,5,2,3,4,2,NA,3,3,2,NA,NA,NA,NA,NA,3,3,3,3,4,4,4,4,4,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1972",2,2,1,2,2,6,1,1,"TH"
4,"Migration",80,101,5,5,5,6,3,2,3,2,4,1,"Allgemeine Zeitung",2,2,2,4,3,5,5,5,4,2,4,2,3,3,3,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1951",1,2,1,2,2,6,1,1,"RLP"
5,"Gesundheit",101,101,4,4,1,6,3,3,2,2,5,2,NA,5,3,3,NA,NA,NA,NA,NA,1,1,1,1,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1957",2,1,2,2,2,5,5,1,"TH"
5,"Infrastruktur und Wirtschaft ",101,101,5,5,6,5,4,5,3,1,4,1,"TA",4,2,5,NA,NA,NA,NA,NA,4,1,4,1,4,5,5,5,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1990",1,2,2,2,1,6,1,1,"TH"
5,"Einkaufsmöglichkeiten für ältere Bürger",100,72,1,1,6,6,1,1,6,1,3,2,NA,2,2,4,NA,NA,NA,NA,NA,3,2,3,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1952",1,1,1,2,2,6,1,1,"TH"
5,"Umweltschutz",76,101,5,5,1,6,4,3,3,2,2,2,NA,1,2,1,5,5,5,5,5,4,1,1,1,2,1,2,5,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1960",4,2,1,2,2,4,1,1,"RLP"
3,"Klimaschutz durch mehr Grün/Bäume und gegen Schotter-und Ziergärten",80,80,4,4,4,5,2,6,1,3,4,2,NA,1,3,3,5,5,5,5,5,3,2,3,2,3,3,5,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1966",2,1,1,2,2,6,2,1,"RLP"
4,"ÖPNV",101,100,4,6,5,5,4,4,3,4,5,2,NA,2,2,2,5,3,5,5,5,4,2,4,2,4,5,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1960",1,2,2,2,1,6,3,1,"RLP"
2,"Verkehrsverbindung",59,35,3,3,3,2,3,3,3,2,3,1,"Allgemeine Zeitung ",2,3,1,5,5,5,5,2,4,2,2,2,3,3,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",2,2,1,1,1,2,1,1,"RLP"
4,"Energieversorgung & ÖPNV",101,101,1,1,6,6,4,2,3,1,6,2,NA,5,5,4,3,4,4,4,2,3,2,4,2,3,3,2,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1962",2,1,2,2,2,4,2,1,"RLP"
5,"Dorf-Miteinander, soziales Leben",94,70,4,3,2,5,4,5,4,4,5,1,"Rhein-Hunsrück-Zeitung",2,1,2,5,5,4,5,3,4,3,4,2,5,5,4,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1965",1,2,1,2,2,6,1,1,"RLP"
5,"Keine weiteren Bautätigkeiten. Noch Wiesen und Felder erhalten.",100,91,5,1,6,5,4,6,2,2,4,1,"Allgemeine Zeitung Mainz",2,3,2,5,5,3,2,1,4,3,2,4,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1962",2,1,2,2,2,6,3,1,"RLP"
4,"Klimawandel",84,101,5,6,4,4,3,3,3,3,4,1,"Rhein Zeitung",2,2,2,4,4,5,5,5,5,5,5,4,4,4,5,4,3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1963",1,2,1,2,1,6,1,1,"RLP"
4,"Das suto parken im Ort ",90,97,1,1,6,5,4,5,3,3,4,2,NA,1,1,2,5,5,5,4,4,3,1,3,1,3,3,1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1965",2,2,1,2,2,6,1,1,"RLP"
4,"Transparenz der Politik ",22,101,1,3,3,2,1,5,3,1,5,NA,NA,3,5,2,2,2,3,3,4,2,1,4,2,5,5,4,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1997",1,2,2,2,1,6,1,1,"RLP"
4,"Umweltschutz",75,71,1,4,5,3,4,5,4,2,4,2,NA,3,4,3,5,5,5,1,1,4,3,3,3,2,2,1,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",2,2,1,2,2,5,2,1,"RLP"
3,"Stadt grüner machen",67,101,3,4,6,6,2,4,1,2,4,2,NA,5,3,3,4,5,5,5,5,3,3,4,4,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1990",2,2,1,2,2,4,5,1,"RLP"
1,"Freiwillige freierwehr ",22,64,1,1,4,3,1,4,3,1,5,1,"Amtsblatt ",4,2,4,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1995",2,2,1,1,2,2,1,1,"TH"
5,"Erderhitzung",96,96,3,5,3,5,1,2,2,2,4,2,NA,2,3,1,NA,NA,NA,NA,NA,4,1,4,1,2,2,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1954",1,2,1,2,2,6,5,1,"TH"
5,"Sicherheit",100,101,6,5,3,6,3,2,2,2,5,1,"AZ Mainz",2,1,2,4,5,5,4,3,3,1,4,2,5,5,5,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,1,"RLP"
4,"Mobilität",85,100,4,4,2,2,3,5,3,1,2,2,NA,1,2,2,5,3,4,5,5,3,3,2,4,1,2,2,3,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1986",1,2,2,1,2,2,1,1,"RLP"
5,"Löhne",86,86,3,2,6,5,3,4,4,4,5,1,"Thüringer Allgemeine ",3,4,2,NA,NA,NA,NA,NA,4,4,3,4,4,4,5,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"1989",1,2,1,2,2,4,1,1,"TH"
3,"Tempo 30 im ganzen Ort",85,86,1,4,5,6,3,2,3,2,3,2,NA,2,1,2,3,4,4,5,5,4,3,4,3,3,3,3,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1965",1,1,2,2,2,2,1,1,"RLP"
2,"Wohnraum",41,29,1,1,3,3,1,6,3,1,6,2,NA,5,2,5,2,2,4,5,5,2,3,2,2,4,2,2,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1991",1,2,1,2,2,1,5,1,"RLP"
5,"Anbindung an das öffentliche Verkehrsnetz ",101,76,5,3,5,5,3,5,4,2,4,1,"Allgemeine Zeitung ",2,3,2,5,5,5,5,3,3,3,5,3,5,5,5,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1961",2,2,1,2,1,6,1,1,"RLP"
4,"Zerstörung der Umwelt / Waldsterben / Klimawandel",73,101,2,2,6,6,1,3,2,2,3,2,NA,1,1,1,NA,NA,NA,NA,NA,5,4,5,3,3,2,2,4,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1991",2,2,1,2,2,2,1,1,"TH"
4,"Elektromobilität",85,85,3,2,6,6,2,5,1,3,4,2,NA,4,3,2,5,5,5,5,5,5,4,5,3,5,4,4,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1977",1,1,2,2,2,2,5,1,"RLP"
4,"Rückgang des Einzelhandels",96,101,3,3,6,4,3,6,1,5,4,2,NA,3,2,2,5,5,5,5,3,5,2,4,3,5,5,4,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1968",2,2,1,2,2,6,4,1,"RLP"
5,"Energiekrise",101,101,5,4,6,6,4,1,2,2,6,1,"Mainzer Allgemeine Zeitung",1,1,1,5,5,5,4,3,4,2,4,3,5,5,4,5,4,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1945",2,1,2,2,2,3,5,1,"RLP"
4,"Zusammleben der Menschen Jugendarbeit",76,76,5,5,6,5,4,1,3,4,4,NA,"Allgemeine Zeitung",2,3,3,5,5,5,5,3,3,3,4,4,5,5,5,5,4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1939",2,2,1,2,2,6,4,1,"RLP"
4,"Straßensanierungen ",88,87,5,5,1,5,1,1,3,2,3,1,"Thür. Allgemeine",4,4,4,NA,NA,NA,NA,NA,4,3,4,3,5,5,5,5,2,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1977",1,1,2,2,2,6,1,1,"TH"
5,"Klimaneutrales Neubaugebiet, Parkstitation",101,101,5,2,5,5,3,5,3,1,2,1,"Allgemeine ",1,1,1,4,5,5,4,4,2,1,5,1,2,1,1,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1959",1,2,1,2,2,6,1,1,"RLP"
4,"Infrastrukturentwicklung",82,98,6,6,4,5,2,3,3,2,4,2,NA,3,2,2,4,4,4,4,3,3,3,4,4,2,2,1,3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1974",1,2,1,2,2,3,1,1,"RLP"
4,"Umweltschutz",89,88,2,5,1,1,1,6,1,1,2,2,NA,1,3,1,4,5,4,3,3,3,3,2,3,4,3,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1983",1,NA,1,NA,NA,5,2,1,"RLP"
4,"Energie ",71,77,4,4,6,6,3,3,2,2,4,1,"OTZ",3,2,2,NA,NA,NA,NA,NA,3,2,4,2,4,4,4,5,4,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,"1979",1,2,1,1,2,5,1,1,"TH"
5,"Verbesserung der Infrastruktur im Personennahverkehr ",99,101,5,3,6,5,1,4,3,3,6,1,"Thüringer Allgemeine ",2,1,1,NA,NA,NA,NA,NA,4,4,4,4,5,5,5,5,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"1951",1,2,1,2,2,6,3,1,"TH"
5,"Nachhaltigkeit",78,82,5,5,1,1,4,5,3,2,3,2,NA,2,2,1,5,4,5,5,5,5,4,5,3,3,3,4,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1989",2,2,1,2,2,2,1,1,"RLP"
5,"Wohnungsknappheit",101,43,5,4,5,5,5,5,3,2,5,1,"Allgemeine Zeitung",2,2,2,3,3,5,5,5,4,3,4,3,5,5,5,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1987",1,2,1,1,2,6,3,1,"RLP"
4,"Klimawandelanpassung",85,78,3,2,2,2,4,5,3,3,3,2,NA,1,2,2,2,3,3,4,3,3,3,3,3,4,4,3,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1992",1,2,1,1,2,3,5,1,"RLP"
5,"Die Stadt soll verkehrstechnisch in die heutige Zeit versetzt werden (Fahrradwege)",88,78,5,1,5,5,4,1,3,1,3,1,"Allgemeine Zeitung ",3,2,1,5,5,4,3,3,5,4,5,3,4,4,4,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1967",2,2,1,1,1,6,5,1,"RLP"
5,"die marode Schulinfrastruktur",80,99,1,6,6,5,1,1,2,2,4,2,NA,3,3,1,NA,NA,NA,NA,NA,4,2,4,2,3,3,3,3,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1972",2,2,1,2,2,4,1,1,"TH"
5,"Wohnraum",96,99,5,6,5,1,2,5,3,3,5,1,"Allgemeine Zeitung",3,2,3,4,4,4,5,5,4,3,4,4,3,4,4,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1978",1,2,1,1,2,4,5,1,"RLP"
1,"unbefugtes Betreten fremden Eigentums",16,51,1,1,2,5,1,1,2,2,2,2,NA,3,3,3,NA,NA,NA,NA,NA,4,1,3,1,3,3,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1976",1,2,1,2,2,6,1,1,"TH"
4,"Internetzugang mit Glasfaserkabel",81,80,2,2,6,5,2,4,3,2,2,2,NA,1,1,1,5,5,5,3,3,4,4,3,4,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1951",1,2,1,2,2,6,2,1,"RLP"
5,"Schulsanierung",99,101,5,5,6,5,3,5,3,2,3,2,"Thüringer Allgemeine",1,1,1,NA,NA,NA,NA,NA,4,4,4,3,5,5,4,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"1958",1,2,2,1,2,6,5,1,"TH"
4,"Verkehrswende",86,85,3,4,2,2,1,2,2,2,3,2,NA,3,2,2,3,4,4,5,5,4,3,4,2,4,4,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1982",1,2,1,1,2,4,3,1,"RLP"
4,NA,97,94,1,1,6,5,1,4,1,2,3,2,NA,1,2,2,3,4,5,4,2,3,3,1,3,5,4,4,4,2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1983",1,2,1,1,2,2,5,1,"RLP"
4,"ÖPNV",60,66,5,5,5,4,1,1,2,1,3,1,"Öffentlicher Anzeiger",3,2,3,3,3,3,5,4,4,3,4,3,3,3,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1960",1,2,1,2,2,6,1,1,"RLP"
4,"Kita und Schulplätze",82,75,2,2,5,5,3,5,4,2,5,2,NA,3,3,3,4,4,4,4,3,4,5,4,5,5,5,4,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1990",2,2,1,2,2,6,1,1,"RLP"
5,"Verkehrs- und Integrationsthemen",101,97,5,4,6,6,2,2,2,2,5,1,"Allgemeine Zeitung",2,1,1,5,4,4,4,3,5,2,5,3,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1957",1,NA,1,NA,NA,6,NA,1,"RLP"
5,"Respektvolles Zusammenleben in unserer Gesellschaft; Umwelt- und Klimaschutz",90,91,5,1,6,6,1,1,3,3,6,1,"Rhein-Hunsrück-Zeitung",5,2,2,5,5,5,5,5,4,2,5,3,5,5,5,5,6,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"1971",2,2,1,2,2,5,1,1,"RLP"
5,"ÖPNV",101,90,2,3,3,5,1,2,4,1,4,2,NA,5,2,3,NA,NA,NA,NA,NA,4,1,4,1,5,5,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1953",1,2,1,2,2,6,1,1,"TH"
5,"Beziehungen zu Deutschen und Einwanderern. Wie können zum Beispiel enge Beziehungen aufgebaut werden? Wie kann man mit kulturellen Unterschieden leben?",86,100,4,5,1,2,1,4,4,3,4,2,NA,1,1,1,3,3,5,3,5,4,2,4,2,4,4,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1984",2,2,2,2,2,2,5,1,"RLP"
5,"wirtschaft ",100,96,4,6,4,4,5,4,4,4,4,1,"gothanews",2,3,3,NA,NA,NA,NA,NA,5,3,1,4,5,4,2,4,3,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"2003",2,2,2,1,1,5,3,1,"TH"
5,"Gesundheitswesen ",77,65,2,2,3,2,1,1,3,1,4,2,NA,2,4,4,NA,NA,NA,NA,NA,4,4,4,3,2,2,5,5,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1990",2,2,1,2,2,2,1,1,"TH"
3,"Flüchtlinge",73,68,5,1,5,1,1,5,5,1,5,2,NA,3,2,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1974",2,2,2,2,2,3,3,1,"RLP"
5,"Die stattfindendede Polarisirung der Bevölkerung ",101,101,5,2,6,6,2,2,3,2,3,1,"TA",1,2,1,NA,NA,NA,NA,NA,5,2,4,3,5,4,5,5,3,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"1961",2,2,1,2,1,6,1,1,"TH"
5,"Wohnungsbau ,Infrastruktur ",83,86,5,1,5,5,3,5,3,1,4,1,"Öffentlichenanzeiger",3,3,3,5,3,5,5,1,5,1,4,3,5,5,5,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1960",1,2,2,1,1,6,2,1,"RLP"
5,"Sicherheit, wohnraum , waldsterben ,klima ",101,101,1,1,5,5,5,5,5,5,6,2,NA,5,5,5,5,5,5,5,5,4,2,3,4,5,5,5,5,3,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",2,1,2,2,1,6,1,1,"RLP"
4,"Begrenzung der Migration",83,1,5,2,2,1,2,1,3,1,3,1,"Allgemeine Zeitung ",3,4,2,1,1,1,1,1,3,2,3,3,3,3,2,4,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1954",1,2,1,2,2,6,1,1,"RLP"
4,"bezahlbarer Wohnraum",80,71,2,1,1,5,4,3,5,2,2,2,NA,1,2,2,4,4,4,4,4,3,2,3,2,2,1,1,2,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1961",1,NA,NA,NA,1,2,1,1,"RLP"
5,"Migration ",101,101,5,5,5,3,2,5,3,3,5,1,"Thüringer Allgemeine ",2,1,3,NA,NA,NA,NA,NA,5,3,5,4,4,4,3,4,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1978",1,1,2,1,2,3,1,1,"TH"
5,"Radwege",96,93,5,4,6,6,5,4,4,4,4,1,"AZ",2,3,3,5,5,5,5,5,3,3,4,3,3,4,2,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1950",1,2,1,2,2,4,5,1,"RLP"
4,"Bildung",84,91,3,3,5,3,3,3,3,2,4,1,"TA",3,2,1,NA,NA,NA,NA,NA,4,5,4,5,5,5,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1960",1,2,1,2,2,6,1,1,"TH"
4,"Infrastruktur ",59,82,3,2,3,3,1,4,1,4,5,2,NA,3,2,2,4,4,4,3,3,3,3,4,2,4,5,2,4,2,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1999",2,1,NA,NA,NA,2,5,1,"RLP"
5,"Mobilität, Fahrradwege, Parkplätze, Fußgängerweg ",86,72,3,1,1,4,3,3,3,1,3,2,NA,3,2,1,4,5,5,5,4,3,1,2,2,3,4,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1975",2,1,2,2,2,6,1,1,"RLP"
4,"Bildung",22,20,2,1,5,1,2,5,2,2,5,2,NA,4,5,2,NA,NA,NA,NA,NA,1,2,1,2,5,4,5,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1990",1,2,1,1,2,6,4,1,"TH"
3,"Wiederbelebung des Stadtzentrums",59,88,3,1,4,1,1,1,3,4,5,2,NA,4,4,3,3,3,4,5,5,3,3,2,3,4,3,3,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1979",1,2,1,1,2,2,1,1,"RLP"
4,"Bezahlbarer Wohnraum",63,64,4,1,4,4,3,4,3,2,4,2,NA,3,3,3,5,5,5,5,5,4,3,3,3,5,5,5,5,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1965",2,2,2,2,1,3,1,1,"RLP"
4,"Gesundheitswesen",93,89,3,5,6,5,3,2,4,2,3,2,NA,3,3,3,4,5,4,4,3,4,2,3,2,4,4,2,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1966",1,2,1,2,2,4,1,1,"RLP"
4,"schnelles Internet um",76,42,1,1,5,4,1,1,3,1,3,2,NA,4,5,1,NA,NA,NA,NA,NA,1,3,1,2,5,5,5,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1953",1,2,1,2,2,6,2,1,"TH"
5,"Tempo 30 Zone in Kreuznacher Strasse",101,101,5,3,5,5,3,2,3,1,4,1,"Allgemeine Zeitung
Allgemeine Zeitung",3,1,1,5,3,4,5,4,5,4,4,2,5,5,5,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1966",2,2,1,2,2,6,1,1,"RLP"
4,"ÖPNV Zuverlässig! Digitale Infrastruktur",77,31,2,2,4,2,2,4,2,3,3,1,"Amtsblatt",3,1,1,3,2,3,3,3,2,1,1,1,1,1,4,2,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"2001",1,2,2,2,1,6,1,1,"RLP"
5,NA,87,95,5,6,2,6,2,4,1,1,2,1,"Allgemeine Zeitung Minz",2,3,5,4,5,4,5,2,5,4,4,3,3,4,5,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1941",1,2,1,2,2,6,5,1,"RLP"
4,"Behebung Straßenverunstaltung durch Glasfaserverlegung hier Straßenbelag Gehwege",89,90,5,5,5,1,2,2,3,1,3,1,"Allgemeine",2,2,2,2,2,5,5,3,5,2,4,2,3,3,4,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1958",1,2,1,2,2,3,1,1,"RLP"
5,"Einbindung aller Altersgruppen besonders Jugendliche",98,100,5,1,1,5,4,1,3,1,5,1,"Allgemeine Zeitung MZ Rheinhessen",1,1,1,4,5,4,3,3,5,4,3,4,5,5,5,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"1934",NA,2,2,2,2,6,2,1,"RLP"
5,"Stadtplanung  Verkehrskonzept Klimaschutz",99,101,5,4,5,5,1,1,1,3,6,1,"Allgemeine Zeitung",3,3,3,5,5,5,5,5,4,3,4,3,5,3,3,5,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1951",2,1,2,2,2,6,5,1,"RLP"
5,NA,85,101,5,1,1,1,3,1,3,2,3,2,NA,4,3,4,3,5,5,5,1,2,4,2,4,5,5,1,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1948",1,2,1,2,2,6,1,1,"RLP"
2,"Glasphasernetz und weitere Mobilfunkanbieter(nur einer vorhanden)",20,86,1,1,5,6,1,1,2,2,6,2,NA,5,3,4,NA,NA,NA,NA,NA,3,1,3,1,4,4,2,5,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1977",1,2,1,2,1,3,1,1,"TH"
